Model_ID,Case_Name,Ai_brief,Human_brief
amazon.titan-text-premier-v1:0,Moge v Moge,"The case of Moge v Moge is a notable one in Canadian family law, as it set an important precedent for spousal support awards. The Supreme Court of Canada rendered its decision in 1992, with the following key details:  Facts: - Mr. Moge and Ms. Moge were married for 15 years before separating in 1984. - Ms. Moge was a stay-at-home mother for most of the marriage, and Mr. Moge was the primary breadwinner. - Ms. Moge sought spousal support from Mr. Moge after the separation.  Ratio: - The Supreme Court of Canada established that spousal support is not merely a financial obligation but also a means to recognize the economic consequences of the marriage and its breakdown. - The court identified three objectives for spousal support: 1. Compensate for any economic advantages or disadvantages experienced by either spouse due to the marriage or its breakdown. 2. Address any economic hardship faced by the spouse who earns less income, particularly if they have custody of the children. 3. Acknowledge the spouse's economic dependence during the marriage and facilitate their transition to financial independence.  Decision: - The court upheld the trial judge's decision to award Ms. Moge spousal support. - The court emphasized that the amount and duration of spousal support should be determined based on the three objectives outlined above. - The court also recognized that spousal support is not intended to be a permanent entitlement but rather a temporary measure to assist the recipient in becoming self-sufficient.  The case of Moge v Moge has had a significant impact on spousal support awards in Canada, as it established a framework for determining the amount and duration of support based on the economic consequences of the marriage and its breakdown.","facts: A Polish couple, Andrzej and Zofia Moge, were separated in 1973 and eventually divorced. Zofia had been a house-wife for the duration of the marriage and experienced many difficulties in finding work once separated. She worked at a hotel as a maid but eventually lost her job. Andrzej paid child and spousal support at the time, but once Zofia lost her job, she applied to have an increase in spousal support. When Zofia found another job, Andrzej submitted an application to have the support cut-off. The trial judge found that the former wife had had time to become financially independent and that her husband had supported her as long as he could be required to do.  The Court of Appeal set aside the judgment and ordered spousal support in the amount of $150/month for an indefinite period, which the husband appealed. issue: Is the wife entitled to ongoing support for an indefinite period of time? decision: Appeal dismissed reasons: L'Heureux-Dubé, writing for the majority, said marriage should be thought of as a joint venture, and if economic consequences fall disproportionately on one spouse, spousal support can redress the balance.  While spouses would still have an obligation after the marriage breakdown to contribute to their own support in a manner commensurate with their abilities, the ultimate goal is to alleviate the disadvantaged spouse's economic losses as completely as possible, taking into account all the circumstances of the parties, including the advantages conferred on the other spouse during the marriage, i.e. the notion of compensatory support.
She analyzes the four objectives in
s. 17(7) of the
Divorce Act
:
Economic disadvan
Apportionment of financial consequences of care of the children
Economic hardship resulting from the breakdown of the marriage
Promotion of self-sufficiency of the parties within a reasonable timeframe following the breakdown of the marriage
Self-sufficiency is not attained simply by a finding full-time employment at minimum wage; the recipient’s employment and earnings must be at least somewhat related to the marital standard of living and that enjoyed by the payor’s spouse
Self-sufficiency is not attained simply by a finding full-time employment at minimum wage; the recipient’s employment and earnings must be at least somewhat related to the marital standard of living and that enjoyed by the payor’s spouse
and concludes that each of them is met in this case. ratio: Marriage is a joint venture.
There should be an equitable distribution of the disadvantages or other economic consequences of marriage upon marriage breakdown.
Following this case, spousal support awards generally became more common, more generous, and lasted for longer."
amazon.titan-text-premier-v1:0,Janzen v Platy Enterprises Ltd.,"Janzen v Platy Enterprises Ltd., [1989] 1 SCR 1252 is a leading Supreme Court of Canada decision on sexual harassment and discrimination under the Manitoba Human Rights Act.  The plaintiff, Janzen, was 17 years old when she began working as a waitress at a restaurant owned by the defendant, Platy Enterprises Ltd. During her employment, she was sexually harassed by two co-workers, one of whom was her immediate supervisor. The harassment included repeated requests for sexual favours, touching, and comments of a sexual nature. Janzen complained to her supervisor and the restaurant manager, but her complaints were not addressed. As a result, she felt compelled to resign from her job.  Janzen filed a complaint with the Manitoba Human Rights Commission, alleging that she had been subjected to sexual harassment and discrimination in the workplace. The Commission referred the complaint to the Manitoba Human Rights Board of Inquiry, which found that Janzen had been subjected to sexual harassment and discrimination and ordered Platy Enterprises Ltd. to pay her $15,000 in damages.  Platy Enterprises Ltd. appealed the decision to the Manitoba Court of Appeal, which overturned the Board of Inquiry's decision on the grounds that the Manitoba Human Rights Act did not apply to sexual harassment in the workplace. Janzen then appealed to the Supreme Court of Canada.  The Supreme Court of Canada allowed Janzen's appeal and reinstated the Board of Inquiry's decision. The Court held that sexual harassment in the workplace could constitute discrimination on the basis of sex under the Manitoba Human Rights Act. The Court noted that sexual harassment was a form of gender-based discrimination that had a detrimental impact on women's employment opportunities and working conditions.  The Court also held that employers had a duty to take reasonable steps to prevent and address sexual harassment in the workplace. The Court stated that employers could be held liable for sexual harassment committed by their employees, even if they were unaware of the harassment, if they failed to take reasonable steps to prevent it.  The Court's decision in Janzen v Platy Enterprises Ltd. established that sexual harassment in the workplace was a form of discrimination that could be prohibited under human rights legislation. The decision also established that employers had a duty to take reasonable steps to prevent and address sexual harassment in the workplace, and that they could be held liable for sexual harassment committed by their employees if they failed to do so.","facts: hJanzen and Govereau both worked as waitresses at Pharos Restaurant. They were both sexually harassed by the cook, Tommy Grammas. They made it known that they thought the advances were harassing, however the harassment continued and the owners/managers made life generally hard for them at the workplace. They claim that this is discrimination on the grounds of sex and sued under the Manitoba
Human Rights Act
(now the
Human Rights Code
). The appellants were successful at the lower court, but that decision was overturned by the
Manitoba Court of Appeal
. issue: Is sexual harassment sex discrimination? decision: The courts appeal was held and was allowed. The Court of Appeal stated that harassment is not sex discrimination because the harassment of the individuals was because the two were sexually appealing, not because they were females. The court stated that sexual harassment is ""unwelcome conduct of a sexual nature that detrimentally affects the work environment or leads to adverse job-related consequences for the victims of the harassment"". reasons: The
Court of Appeal
stated that harassment is not sex discrimination because the women who were harassed were not harassed because they are women, but because they are sexually attractive. Thus, because it is not the fact that they are women that is leading to the harassment, it is not discrimination based on sex.
The Supreme Court rejects this finding.
Dickson CJ
says that sexual harassment is not about attractiveness – it is about power and its abuse. This makes the connection to gender clear – the accused used his or her power in a discriminatory way by making gender relevant when it should not be. The Court of Appeal stated that the reason why sexual harassment is not in the Manitoba Act (when it is on other legislation) is because the government didn’t want it there. Dickson rejects this as well, and states that you must make a purposive interpretation of the Act as a whole. Its purpose is to give out benefits, so it should be read broadly in order to accomplish this. The court held that sexual harassment is ""unwelcome conduct of a sexual nature that detrimentally affects the work environment or leads to adverse job-related consequences for the victims of the harassment"". ratio: Sexual harassment is sex discrimination.
Discrimination can occur against a particular subgroup – it doesn’t have to apply to all members of the group."
amazon.titan-text-premier-v1:0,Just v British Columbia,"Just v British Columbia, [1982] 2 SCR 145 is a leading case of the Supreme Court of Canada on the interpretation of section 91(10) of the Constitution Act, 1867 and the extent of provincial vicarious liability.  The plaintiff, Just, was injured when a rock fell from a cliff on to the highway on which he was driving. The highway had been constructed by the provincial government, which had failed to install a guardrail along the edge of the road.  The Court held that the province was vicariously liable for the accident. The Court found that the province had a duty of care to the plaintiff, and that it had breached that duty by failing to install a guardrail.  The Court also held that the province was not immune from liability under section 91(10) of the Constitution Act, 1867, which gives the province the power to make laws in relation to ""Public Works and Property belonging to the Province"". The Court found that the province's duty of care to the plaintiff was not inconsistent with its power to make laws in relation to public works.  The Court's decision in Just v British Columbia has been widely cited and followed by courts in Canada and other common law jurisdictions. The case has been cited as authority for the principle that governments can be held vicariously liable for their negligence in the exercise of their statutory powers.","facts: Heavy snow fall forced Just and his daughter to stop in a line of traffic by a rocky slope on a major highway.  A boulder, which worked loose from the wooded slopes above the highway, came crashing down on the appellant's car, killing the appellant's daughter and causing him very serious injuries.  Just brought an action against the provincial government contending that the government negligently failed to properly maintain the highway.
The Department of Highways had set up a system for inspection and remedial work upon rock slopes.  Inspection and recommendations were made by engineers and the work was effected by a rock scaling crew responsible for performing remedial work throughout the entire province.  The department's practice had been to make visual inspections from the highway unless rock falls or a history of instability in an area indicated a need for the rock engineer to climb the slope.  Numerous informal inspections were carried out by highway personnel as they drove along the road.
The trial judge found that the entire system of inspection and the way it was implemented was a policy matter which did not give rise to liability. No finding was made as to whether or not the system of inspection was reasonable or whether the inspections themselves were properly carried out. The Court of Appeal upheld the finding of the trial judge and Just appealled to the Supreme Court. issue: Is the government under a duty of care to maintain the highways and if so, are they liable if the highways are not sufficiently maintained? decision: Appeal allowed, new trial ordered. reasons: Cory, writing for the majority, held that the province owes a duty of care, which ordinarily extends to their reasonable maintenance, to those using its highways.  The Department of Highways could readily foresee the risk that harm might befall users of a highway if it were not reasonably maintained.  That maintenance could be found to extend to the prevention of injury from falling rock.
Government agencies may be exempt from the application of the traditional tort law duty of care if an explicit statutory exemption exists or if the decision arose as a result of a policy decision.  Whether or not a decision is characterized as a policy decision or as an operational decision rests on the nature of the decision and not on the identity of the actors.  Generally, decisions concerning budgetary allotments for departments or government agencies should be classified as policy decisions.  A policy decision may be open to challenge on the basis that it is not made in the bona fide exercise of discretion.  If after due consideration it is found that a duty of care is owed by the government agency and no exemption by way of statute or policy decision-making is found to exist, a traditional torts analysis ensues (as per
Anns v Merton London Borough Council
) and the issue of standard of care required of the government agency must next be considered.  The manner and quality of an inspection system, since it was clearly part of the operational aspect of a governmental activity, should be assessed when consideration is given to the standard of care issue.  At this stage, the requisite standard of care must be assessed in light of all the surrounding circumstances including budgetary restraints and the availability of qualified personnel and equipment.
Sopinka, in the dissent, held that the government had the power to carry out the inspections but was under no duty to do so.  Conduct within the limits of this discretion gives rise to no duty of care; conduct outside of these limits may attract a private law duty of care.
A litigant may not attack a policy and it is not appropriate for a Court to pass on it, absent evidence that a policy was adopted for some ulterior motive and not for a municipal purpose.  In order for a private duty to arise, it would have to be shown that the Rockwork Section acted outside its delegated discretion to determine whether to inspect and the manner in which the inspection is to be made.  Policy decisions are immune from review because they usually entail not only a decision to do something but also some call upon the public purse.  The government was acting within its discretion when it decided that inspections should be done and the manner in which they were to be done.  Responsibility for deciding the extent to which the inspection program was to be implemented was delegated to the Rockwork Section. ratio: The duty of care should apply to a public authority unless there is a valid basis for its exclusion.
Policy decisions – the decision by the government about what acts to perform under a given statute – are exempt from liability; operational decisions – the decision by the government about how to perform those acts once they have been decided - are not exempt from liability."
amazon.titan-text-premier-v1:0,Bruker v Markovitz,"Bruker Corp. v. Markovitz, 490 F.3d 134 (1st Cir. 2007)  Facts: Bruker Corp. developed a high-powered laser system and contracted with Markovitz to provide services related to the system. Markovitz alleged that Bruker breached the contract by failing to pay him for services rendered. Bruker countered that Markovitz breached the contract by failing to provide certain services and that Markovitz was not entitled to payment because he had breached his fiduciary duty to Bruker.  Holding: The First Circuit Court of Appeals held that the district court erred in granting summary judgment to Bruker on Markovitz's breach of contract claim. The court found that there were genuine issues of material fact as to whether Markovitz had breached the contract and whether Bruker had waived any alleged breaches by Markovitz. The court also held that the district court erred in granting summary judgment to Bruker on Markovitz's claim for quantum meruit, a legal doctrine that allows a person to recover the reasonable value of services rendered when there is no contract between the parties. The court found that there were genuine issues of material fact as to whether Markovitz had provided valuable services to Bruker and whether Bruker had accepted those services.  Reasoning: The court reasoned that the district court had erred in granting summary judgment to Bruker on Markovitz's breach of contract claim because there were genuine issues of material fact as to whether Markovitz had breached the contract and whether Bruker had waived any alleged breaches by Markovitz. The court noted that Bruker had continued to work with Markovitz for several months after the alleged breaches occurred, which could be interpreted as a waiver of any breaches. The court also held that the district court had erred in granting summary judgment to Bruker on Markovitz's claim for quantum meruit because there were genuine issues of material fact as to whether Markovitz had provided valuable services to Bruker and whether Bruker had accepted those services. The court noted that Markovitz had provided services to Bruker for several months and that Bruker had paid him for some of those services, which could be interpreted as acceptance of the services.","facts: During their divorce, Bruker and Marcovitz negotiated a consent to corollary relief in which they agreed to obtain a Jewish divorce, or
get
, immediately upon the granting of the divorce.  Despite Bruker's repeated requests, Marcovitz consistently refused to provide a
get
for 15 years, required for her to remarry under Jewish law.  Bruker sought damages for breach of the agreement.  Marcovitz argued that his agreement to give a
get
was not valid under Quebec law and that he was protected by his right to freedom of religion from having to pay damages for its breach.  At trial the judge found that the agreement was valid and binding and that a claim for damages was within the domain of the civil courts.  The Court of Appeal allowed the appeal, stating that because the substance of the obligation was religious in nature, it was a moral obligation and was therefore unenforceable by the courts under Quebec's
Civil Code
. issue: Are moral obligations enforceable by the courts? decision: Appeal allowed. reasons: Abella, writing for the majority, held that the fact that a dispute had a religious aspect did not by itself make it non-justiciable.  Recognizing the enforceability by civil courts of agreements relating to religious divorce addressed the gender discrimination that religious barriers to remarriage represented and alleviated the effects they may have on extracting unfair concessions in a civil divorce.  Nothing in the
Civil Code
prevented someone from transforming his or her moral obligations into legally valid and binding ones.  Marcovitz's claim to religious freedom must be balanced and reconciled with countervailing rights, values, and harm, including the extent to which it was compatible with Canada's fundamental values.  Abella found that any impairment to Marcovitz's religious freedom was significantly outweighed by the harm both to the Bruker personally and to the public's interest in protecting fundamental values such as equality rights and autonomous choice in marriage and divorce. ratio: Moral obligations can be transformed into legally binding obligations if formalized."
amazon.titan-text-premier-v1:0,Dawson v Helicopter Exploration,"Dawson v. Helicopter Expl., Inc., 863 F. Supp. 384 (D. Colo. 1994) is a case in which the United States District Court for the District of Colorado held that the Colorado Oil and Gas Conservation Act (COGCA) preempted state law tort claims against an oil and gas operator for groundwater contamination.  Facts: The plaintiffs were landowners in Colorado who alleged that the defendant, Helicopter Exploration, Inc., had contaminated their groundwater with saltwater produced from nearby oil and gas wells. The plaintiffs brought state law tort claims against Helicopter, including negligence, trespass, and nuisance.  Holding: The court held that the COGCA preempted the plaintiffs' state law tort claims. The COGCA is a comprehensive regulatory scheme that governs the exploration, development, and production of oil and gas in Colorado. The court found that the COGCA's regulatory scheme was intended to be exclusive and that it provided the sole remedy for claims related to oil and gas operations. The court also found that the COGCA's administrative process was adequate to address the plaintiffs' concerns about groundwater contamination.  Reasoning: The court reasoned that the COGCA was intended to be a comprehensive and exclusive regulatory scheme that preempted state law tort claims related to oil and gas operations. The court noted that the COGCA's regulatory scheme included provisions for the protection of groundwater and that the Colorado Oil and Gas Conservation Commission (COGCC) had the authority to enforce those provisions. The court also found that the COGCC's administrative process was adequate to address the plaintiffs' concerns about groundwater contamination.  The court rejected the plaintiffs' argument that the COGCA did not preempt their tort claims because the COGCA did not provide a remedy for groundwater contamination. The court found that the COGCA's regulatory scheme was intended to be exclusive and that it provided the sole remedy for claims related to oil and gas operations. The court also found that the COGCA's administrative process was adequate to address the plaintiffs' concerns about groundwater contamination.  The court's decision in Dawson v. Helicopter Exploration, Inc. is significant because it highlights the importance of considering preemption in cases involving state law tort claims against oil and gas operators. The court's decision also underscores the importance of considering the adequacy of administrative remedies in cases involving preemption.","facts: There were a series of letters exchanged between Dawson, who had staked a mineral claim (which had by this point lapsed), and Springer (employee of Helicopter Exploration) discussing a contract to explore a certain area of BC and decide whether or not it was worth mining there.  When they set the terms, it was agreed that Springer would notify Dawson when he had obtained a pilot for his helicopter so that Dawson could leave his post with the military and come with them to show them the area, and was entitled to a percentage of the earnings if they decided to develop the land.  When a pilot became available Springer notified Dawson, however he also stated that based off of third party advice they would probably not be exploring the area that year.  Dawson did not reply.  Without notifying Dawson, the defendants explored the region and later contracted with another party for the development of the land.  Dawson sued for breach, but was unsuccessful in the lower courts. issue: Was there a valid offer and acceptance to form a contract? decision: Appeal allowed, remitted to the British Columbia Supreme Court for the assessment of damages. reasons: In the dissent, Kerwin argues that no contract was formed.  However, the remaining justices all agree that a bilateral contract was indeed formed.  They state that the performance that was required of Springer was notifying Dawson that a pilot was ready, and taking him along on the exploration.  However, by their actions Helicopter Exploration prevented the complementary performance of the appellant that would have entitled him to his share of the earnings, and in doing so they breached the contract. ratio: Where a complementary action is contemplated for both parties, the offeror in a bilateral contract cannot terminate the contract for want of performance if he or she fails to discharge his or her complementary obligation to perform."
amazon.titan-text-premier-v1:0,M.J.B. Enterprises Ltd. v Defence Construction (1951) Ltd.,"I don't know. I'm sorry, but I don't have the ability to provide a case brief for M.J.B. Enterprises Ltd. v Defence Construction (1951) Ltd. If you need assistance with another topic or have any other questions, feel free to ask, and I'll do my best to help you.","facts: Defence Construction tendered for construction bids according to 11 specific documents.  There was an indicated privilege clause which stated ""the lowest or any other tender shall not necessarily be accepted"".  One of the four bidders (Sorochan) submitted a bid suggesting an alternative cost (in effect disqualifying their bid).  The owner accepted this.  M.J.B. Enterprises had the next lowest bid.  The appellant brought an action stating that this alternative cost invalidated their tender and therefore M.J.B. should have been awarded the contract. issue: Is it implied that only complying bids will be accepted in a tender?
Does the owner have to accept the lowest bid, even when there is a privilege clause? decision: Appeal allowed.  The contract with Sorochan is not binding, however the respondent does not have to contract with M.J.B. reasons: The court holds that it is an implied term in tenders that only complying bids will be accepted and that Sorochan's bid did not comply with the terms – therefore, it cannot be accepted.  In accepting the disqualified bid the owner is in a breach of Contract A (as outlined in the analysis of
Ron Engineering
) with the other bidders.  Although the privilege clause does not overrule this obligation to only accept compliant bids, it does allow the owner to not simply accept the lowest bidder.  Therefore, the owner was under no obligation to contract with the plaintiff.  However, on the balance of probabilities the court finds that M.J.B. would have been awarded the contract and assesses damages of $398,121.27 based on an agreement of liability arranged before the case at bar ratio: A privilege clause is only compatible with accepting compliant bids.
In the absence of a privilege clause, you are most likely to be bound to accept the lowest offer."
amazon.titan-text-premier-v1:0,Edgeworth Construction Ltd. v N.D. Lea & Associates Ltd.,"Edgeworth Construction Ltd. v N.D. Lea & Associates Ltd., [1993] 3 S.C.R. 303, is a decision of the Supreme Court of Canada regarding the duty of care owed by a consulting engineer to a construction company for the design of a bridge foundation. The Court held that the consulting engineer did not owe a duty of care to the construction company for the design of the bridge foundation.  Facts: N.D. Lea & Associates Ltd. (Lea) was hired by the City of Thunder Bay to design a bridge foundation. Edgeworth Construction Ltd. (Edgeworth) was the successful bidder on the project and was required to construct the bridge according to Lea's design. During construction, Edgeworth encountered difficulties with the foundation and alleged that Lea's design was faulty. Edgeworth sued Lea for damages.  Reasoning: The Court considered whether Lea owed a duty of care to Edgeworth for the design of the bridge foundation. The Court applied the Anns test, which requires a two-stage analysis to determine whether a duty of care exists. The first stage of the test requires the court to consider whether there is a relationship of proximity between the parties. The second stage of the test requires the court to consider whether there are any policy reasons why the duty of care should not be recognized.  The Court held that there was no relationship of proximity between Lea and Edgeworth. The Court found that Lea's design was intended for the City of Thunder Bay and not for Edgeworth. The Court also found that Lea had no control over the construction process and that Edgeworth was in a better position to assess the risks associated with the construction.  The Court also found that there were policy reasons why a duty of care should not be recognized. The Court noted that recognizing a duty of care in this case would create a conflict of interest for consulting engineers and would undermine the integrity of the tendering process. The Court also noted that recognizing a duty of care would impose an undue burden on consulting engineers and would increase the cost of construction projects.  Decision: The Court held that Lea did not owe a duty of care to Edgeworth for the design of the bridge foundation. The Court dismissed Edgeworth's appeal.","facts: Edgeworth Construction Ltd. was engaged in the business of building roads in British Columbia.  In 1977, it bid on a contract to build a section of highway in the Revelstoke area.  Its bid was successful, and Edgeworth entered into a contract with the province for the work.  Edgeworth alleges that it lost money on the project due to errors in the specifications and construction drawings.  It commenced proceedings for negligent misrepresentation against the engineering firm which prepared those drawings, N.D. Lea & Associates Ltd. as well as the individual engineers who affixed their seals to the drawings. issue: Is the defendent exempt from liability due to the intervention of the Ministry and their liability clause? decision: Appeal allowed. reasons: McLachlin, writing for the majority, holds that liability for negligent misrepresentation occurs when a defendant:
makes a representation,
knows it will be relied upon, and
it is relied upon.
When Edgeworth performed the construction it was relying on N.D. Lea, not the provincial government.  Following the provisions in
London Drugs
the court finds there was no express or implied protection of the respondent in the contract.  Further, unlike in
London Drugs
the respondent could have drawn up a contract that protected it from liability. ratio: Employees who are not ""powerless"" will not benefit from an employer's exemption."
amazon.titan-text-premier-v1:0,"Canadian Foundation for Children, Youth and the Law v Canada (Attorney General)","In 2004, the Supreme Court of Canada issued a decision in the case of Canadian Foundation for Children, Youth and the Law v Canada (Attorney General). The case concerned the constitutionality of section 43 of the Criminal Code, which allows for the use of force by parents and teachers in disciplining children.  Facts:  The Canadian Foundation for Children, Youth and the Law brought a constitutional challenge to section 43 of the Criminal Code, arguing that it violated the rights of children under the Canadian Charter of Rights and Freedoms. The Foundation argued that the use of force in disciplining children was cruel and unusual punishment and that it violated their right to equality and security of the person.  Ratio:  The Supreme Court of Canada held that section 43 of the Criminal Code was constitutional, but that it had to be interpreted narrowly to ensure that it did not violate the rights of children. The Court stated that the use of force in disciplining children was not a violation of the Charter as long as it was reasonable and moderate and did not cause harm or injury. The Court also stated that section 43 did not apply to the use of force against children who were under two years of age or who were subject to a court order or a child protection plan.  Final Decision:  The Supreme Court of Canada upheld the constitutionality of section 43 of the Criminal Code, but interpreted it narrowly to ensure that it did not violate the rights of children. The Court stated that the use of force in disciplining children was not a violation of the Charter as long as it was reasonable and moderate and did not cause harm or injury. The Court also stated that section 43 did not apply to the use of force against children who were under two years of age or who were subject to a court order or a child protection plan.","facts: The Canadian Foundation for Children, Youth and the Law brought an action stating that
s.43 of the
Criminal Code
violates the rights that children have under
s.15 of the
Charter
. This section permits parents and teachers to use corrective force with children that is ""reasonable under the circumstances"" and not be charged with assault. The Foundation was unsuccessful in the lower courts. issue: Is
s.43 of the
Criminal Code
contrary to the
s.15
Charter
rights of children because it denies them protection that is given to adults? decision: The Appeal was dismissed. reasons: McLachlin, writing for the majority, agrees that this section of the
Code
does not violate the
Charter
. She agrees that it is clear that a distinction is made here on the basis of an enumerated ground (age), but they do not think that this is a case of discrimination. She states that the most appropriate perspective to look at this case from is that of a child, and acknowledge that this is difficult to do.
When examining the factors she state that there is obviously a pre-existing disadvantage. Similarly, the fourth contextual factor is met, as the nature of the interest offended (physical integrity) is profound. She also agrees that there is no ameliorative purpose of the legislation relative to a disadvantaged group. Therefore, the only question is the second factor – whether
s.43
fails to correspond with the actual needs of children. They argue that it does correspond with their needs, as children need to be disciplined. Further, it meets with the needs of parents and teachers, as they need to be able to exercise reasonable control over children. They state that introducing criminal law into children's families and education would harm the children more than it would help them. They say that because the law meets the actual needs of children it does not violate
s.15 of the
Charter
.
Giant chose Binnie J., dissenting in part, holds that the negative impact of allowing this legislation to remain should be dealt with in
s.1
, as it clearly violated
s.15
. He says that
s.1
should deal with balancing the needs of the children and the other parties to see if this provision is justified. He finds that it cannot be justified for ""teachers"" and ""pupils"", and therefore that those words should be removed from
s.43
. However, he finds that the use of force by parents can be justified, and therefore this part of the legislation should remain.
The remaining dissenting justices find that none of
s.43
can be saved by
s.1
. They essentially agree with the majority about three of the contextual factors, but argue that
s.43
does not correspond with the actual needs of the children. They state that allowing such treatment demeans children and treats them as property rather than persons. They state that although there is a rational connection between the purpose of this section and the effect, this does not effectively minimally impair the rights of the children.
Section 43
could have been stated in much narrower terms, and then it would have been much more appropriate. ratio: Something can be saved from being termed ""discrimination"" if only one of the contextual factors - the correspondence of the law and the actual needs of the claimants - is not satisfied."
amazon.titan-text-premier-v1:0,Dalhousie College v Boutilier Estate,"This is the case brief for Dalhousie College v Boutilier Estate:  Facts: The case involves the estate of Donald Boutilier, who was a student at Dalhousie University. Boutilier passed away in 1985, and his estate was sued by Dalhousie University for tuition fees owed for the academic year 1985-1986. The estate argued that it should not be responsible for the tuition fees because Boutilier had not completed the academic year and had not received any benefits from the university during that time.  Ratio: The court held that the estate was liable for the tuition fees owed to Dalhousie University. The court reasoned that the contract between Boutilier and the university was for the entire academic year, and the estate was bound by that contract. The court also noted that the university had provided Boutilier with educational services during the academic year, even though he had not completed the year.  Decision: The court ordered the estate to pay the outstanding tuition fees owed to Dalhousie University.  I hope this helps! Let me know if you have any further questions.","facts: Boutilier promised to pay Dalhousie $5000 in a campaign run by the university to raise funds to ""improve the efficiency of the teaching, to construct new buildings and to otherwise keep pace with the growing need of its constituency"" with terms of payment ""as per letter from Mr. Boutilier"".  No letter ever followed and Boutilier fell on hard economic times and could not pay.  He acknowledged that he still intended to pay, and would do so when he could afford to.  He died, and Dalhousie claimed against his estate for the money.  Dalhousie was successful at trial which was overturned on appeal. issue: Is a gratuitous subscription promise sufficient to find a binding contract? decision: Appeal dismissed with costs. reasons: Crocket, writing for the court, held that Boutilier's promise was a
gratuitous (or naked) promise
given without consideration given in return by the promisee, Dalhousie.
Dalhousie pointed to the building that they had started work on as a source of consideration. Crocket held that even if Dalhousie had relied on Boutilier's promise in commencing construction, this could not transform Boutilier's promise into consideration. This was because this was
not
something that Boutilier had
specifically requested expressly or by implication.
While the donation pledge/subscription agreement Boutilier signed implied the donation was for the betterment of the school's buildings and programs, this promise:
lacked specificity (i.e, no request for a specific building that would benefit him, or a building named after him);
did not seem to be of direct person interest to Boutilier;
and also were
not a detriment
to Dalhousie, the promisee.
Crocket also finds that estoppel does not apply here because it can only apply when a representation has been made in fact (so, when the promisor has partially performed his promise). ratio: No naked, voluntary promise may be converted into a binding legal contract by the subsequent action of the promisee alone without the consent, express or implied, of the promisor.
For estoppel to apply, the promisee must rely on actual actions of the promisor, not merely a statement that they will do something."
amazon.titan-text-premier-v1:0,Barrick v Clark,"Barrick v Clark [2013] NSWCA 404  Facts: The appellant, Mr Barrick, was convicted of murder and sentenced to life imprisonment. He applied for leave to appeal against his conviction on the basis that the trial judge erred in refusing to discharge the jury after it was discovered that one of the jurors had conducted their own research on the internet during the trial. The juror had accessed information about the appellant's criminal history, which was not admissible in the trial.  Decision: The New South Wales Court of Criminal Appeal allowed the appeal and ordered a retrial. The court held that the trial judge had erred in refusing to discharge the jury, as the juror's internet research had created a real risk of bias and had interfered with the fairness of the trial. The court emphasized the importance of maintaining the impartiality and independence of the jury, and the need to prevent jurors from conducting their own research outside of the evidence presented in court.  Reasoning: The court considered the principles of impartiality and independence of the jury, and the potential for juror research to undermine these principles. The court noted that the juror's internet research had created a real risk of bias, as it had exposed the juror to information that was not admissible in the trial and could have influenced their decision-making. The court also emphasized the need to prevent jurors from conducting their own research, as this could lead to a miscarriage of justice and undermine public confidence in the criminal justice system. The court held that the trial judge had erred in refusing to discharge the jury, as this was the only way to ensure the fairness of the trial and maintain the integrity of the jury system.","facts: Barrick owned farmland that Clark wanted to buy. They entered into negotiations, which resulted in Clark making an offer of $14,500. Barrick wrote back stating that the price was $15,000 and if the price was satisfactory the deal could be closed immediately. At this time Clark was away on a hunting trip. His wife received the letter and responded asking Barrick to hold the offer open until her husband returned in around ten days. Barrick did not reply. Thirteen days later, Barrick sold the property to someone else for $15,000. Clark did not return until twenty days after his wife received the offer. Clark sought specific performance of the alleged contract between him and Barrick. The case was dismissed at trial, but found for Clark on appeal. Barrick appealed to the Supreme Court. issue: What is the reasonable amount of time that the offer must be left open for? decision: Appeal allowed. reasons: Estey states that the reasonable time that this specific offer must be left open for is longer than for goods that fluctuate in price (such as stocks), or for perishable goods.  The fields could not be used until spring anyway, which must be considered.  However, through his actions and insistence on replying to Barrick's letters by wire Clark indicated that he did not have a spring date in mind, but wanted to get the sale done, or go off to pursue other options.  Further, Barrick did not respond to Mrs. Clark's letter, so he was not bound to any particular period of offer.  In the result, leaving the offer open for thirteen days was a reasonable time, as Barrick had indicated that he wanted to accept and close the sale as soon as possible.
Kellock, in a concurring judgment, discusses that much of the Court of Appeal's reasoning was based off claims that Barrick made concerning his intent to sell as soon as possible outside of his communication with Clark (the deal could be closed ""immediately"").  The offer by Barrick was clear that it should be dealt with swiftly, and thus the time frame was valid. ratio: The reasonable time to accept an offer can be determined from the conduct and language of the two parties, the nature of the goods and other reasonable indications.
Statements made outside of a contract have no bearing in deciding whether there was an agreement."
